violation_code,violation_description,violation_key
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD BEING USED AS SHELF LINER IN REAR PREP AREA. INSTRUCTED TO REMOVE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN -",9065
48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO CHEMICAL TEST KIT ON SITE. MUST PROVIDE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED",9066
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO COMPLETE VOMITING AND DIARRHEA PROCEDURE AND CLEAN-UP KIT ON PREMISES DURING THE INSPECTION. INSTRUCTED TO HAVE SAID PROCEDURE ALONG WITH REQUIRED EQUIPMENT FOR CLEAN-U,9067
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA KIT ON SITE. INSTRUCTED TO PROVIDE ALL NECESSARY SUPPLIES AS OUTLINED IN POLICY. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED. | 10. ADEQ,9068
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED EXPOSED HANDWASHING SINK IN THE FOOD PREP AREA IS SLOW DRAINING. INSTRUCTED TO REPAIR AND MAINTAIN IN GOOD CONDITION. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED N,9069
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING CONDITION AT SPRAYER SINK AT DISH MACHINE AND LEAKING CONDITION ON DISH MAHCINE. REPAIR LEAKS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: O",9070
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114: ALL UNNECESSARY ITEMS THROUGHOUT THE BASEMENT MUST BE REMOVED AND ALL OTHERS MUST BE STORED ELEVATED AND ORGANIZED.",9071
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS IN STRARBUCKS BEHIND ICE MACHINE, DISH MACHINE, HANDSINK IN NEED OF CLEANING TO REMOVE ALL BUILD UP. FLOORS THROUGH OUT BACK STORAGE ARES IN NEED OF DETAIL CLEANING TO REMOVE ALL DE",9072
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER ON FLOOR OF BASEMENT. CLEAN UP WATER AND MAINTIAN BASEMENT IN A CLEAN AND DRY CONDITION.",9073
8,"HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED EMPLOYEE WITH GLOVES ON WIPED HER HAND ON USED/DIRTY CLOTH(NOT STORED INSIDE THE BUCKET WITH SANITIZING SOLUTION), WHICH WAS STORED ON TOP THE PREP CUTTING BOARD. HANDLE COOKED FOOD WITH LEFT GLOVED H",9074
9,"NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED - Comments: OBSERVED TWO EMPLOYEES HANDLING RTE FOOD (BREAD) WITH BARE HANDS. INSTRUCTED MANAGER RTE FOODS NEED TO BE HANDLE WITH GLOVES, OR SUITABLE UTENSIL.",9075
DAL_044509,Violation Description - 1,9076
DAL_045189,Violation Description - 1,9077
DAL_058859,Violation Description - 1,9078
DAL_066027,Violation Description - 1,9079
DAL_070678,Violation Description - 1,9080
DAL_073827,Violation Description - 1,9081
DAL_075592,Violation Description - 1,9082
DAL_077702,Violation Description - 1,9083
DAL_081426,Violation Description - 1,9084
DAL_090140,Violation Description - 1,9085
DAL_092265,Violation Description - 1,9086
DAL_095962,Violation Description - 1,9087
DAL_102205,Violation Description - 1,9088
DAL_104000,Violation Description - 1,9089
DAL_105204,Violation Description - 1,9090
DAL_111569,Violation Description - 1,9091
DAL_116602,Violation Description - 1,9092
DAL_121542,Violation Description - 1,9093
DAL_123814,Violation Description - 1,9094
DAL_127592,Violation Description - 1,9095
DAL_128486,Violation Description - 1,9096
DAL_132827,Violation Description - 1,9097
DAL_141173,Violation Description - 1,9098
DAL_152242,Violation Description - 1,9099
DAL_153000,Violation Description - 1,9100
DAL_161544,Violation Description - 1,9101
DAL_162968,Violation Description - 1,9102
DAL_164555,Violation Description - 1,9103
DAL_171072,Violation Description - 1,9104
DAL_172639,Violation Description - 1,9105
DAL_173667,Violation Description - 1,9106
DAL_179751,Violation Description - 1,9107
DAL_179793,Violation Description - 1,9108
DAL_183432,Violation Description - 1,9109
DAL_188118,Violation Description - 1,9110
DAL_194385,Violation Description - 1,9111
DAL_197061,Violation Description - 1,9112
DAL_198369,Violation Description - 1,9113
DAL_200267,Violation Description - 1,9114
DAL_201814,Violation Description - 1,9115
DAL_202649,Violation Description - 1,9116
DAL_202799,Violation Description - 1,9117
DAL_212969,Violation Description - 1,9118
DAL_218009,Violation Description - 1,9119
DAL_219687,Violation Description - 1,9120
DAL_225424,Violation Description - 1,9121
DAL_236039,Violation Description - 1,9122
DAL_238215,Violation Description - 1,9123
DAL_246360,Violation Description - 1,9124
DAL_246583,Violation Description - 1,9125
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: NO CITY OF CHICAGO SANITATION CERTIFICATE ON SITE  | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO ONE WITH CITY OF CHICAGO SANITATION CERTIFICAT",9126
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE.    | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CI",9127
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HOT RUNNING WATER AT HANDWASH SINKS IN BOYS TOILET ROOMS (ANNEX BUILDING), 78.0F. INSTD TO PROVIDE 100F-120F AT ALL TIMES. CITATION ISSUED PRIORITY 7-38-030(C) | 53. TOILET FA",9128
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HAND SINK IN REAR DELI PREP AREA NOT ACCESSIBLE.  INSTRUCTED THAT SINK MUST BE ACCESSIBLE AND MAINTAINED AT ALL TIMES. PRIORITY FOUNDATION VIOLATION #7-38-030(C). CITATI,9129
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HOT WATER TEMPERATURE AT HAND SINK IN WOMEN'S TOILET ROOM AT 72.9F.MUST HAVE HOT WATER TEMPERATURE AT 100.0F .MUST REPAIR AND MAINTAIN.(PRIORITY 7-38-030 (C)(CITATION IS,9130
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO RUNNUNG HOT WATER IN SINGLE STALL EMPLOYEE WASHROOM AT 74.6F.  INSTRUCTED RUNNING HOT WATER MUST BE AT LEAST 100F. MANAGER CALLED PLUMBER WHO MADE ADJUSTMENT AND WATE,9131
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO SOAP AT EXPOSED HAND WASHING SINK LOCATED IN MEAT MARKET. INSTRUCTED TO MAINTAIN SOAP AT ALL EXPOSED HAND WASHING SINKS AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-,9132
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED SOAP AND PAPER TOWELS AT FOOD PROCESSING SINK. INSTRUCTED TO REMOVE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CHIPPING PAINT ON CEILI",9133
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED TIMED FAUCETS NOT FUNCTIONING PROPERLY AT HAND WASHING SINKS IN GIRLS AND BOYS WASHROOMS IN MAIN BUILDING. WATER MUST RUN CONTINUOUSLY FOR AT LEAST 15 SECONDS BEFORE REA,9134
13,"FOOD IN GOOD CONDITION, SAFE, & UNADULTERATED - Comments: FOUND UNSAFE FOOD IN WALK-IN COOLER.  OBSERVED OVER 20 MOUSE DROPPINGS INSIDE OF A STORAGE CONTAINER IN THE WALK-IN COOLER WITH TWO WHOLE HEADS OF LETTUCE; INSTRUCTED TO DISCARD AND CLEAN CONT",9135
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: MUST DETAIL CLEAN AND SANITIZE THE DELI MEAT SLICER BETWEEN USES. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED A FEW BULK STORAGE CONTAINER NOT LABELED. MUST LABEL WITH TH,9136
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED A BLCK AND SLIMY SUBSTANCE ON THE MILK FROSTY MACHINE DRAIN FLOOR. INSTRUCTED TO CLEAN AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",9137
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED A SMALL AMOUNT OF CALCIUM BUILD UP IN THE INTERIOR OF ICE MACHINE IN THE KITCHEN. INSTRUCTED TO CLEAN AND MAINTAIN. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO VISIBLE,9138
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO PERSON ON SITE WITH AN ORIGINAL CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED. INSTRUCTED TO HAVE A PERSON ON SITE AT ALL TIMES WITH A CITY OF CHICAGO FOOD SANITATION CERTIFICATE,9139
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO FOODSERIVCE MANAGER CERTIFICATE POSTED ON SITE. INSTRUCTED TO MAINTAIN AN EMPLOYEE HOLDING A CITY OF CHICAGO FOODSERVICE MANAGER CERTIFICATE ON SITE AT ALL TIM,9140
22,"PROPER COLD HOLDING TEMPERATURES - Comments: FOUND TCS FOODS AT IMPROPER COLD HOLDING TEMPERATURES. FOUND 90LBS DOZEN EGGS AT 50.5F, 30 LBS OF RAW CHICKEN AT 47.5F, 30LBS OF RAW BEEF, 45 LBS OF CHEESE AND DAIRY PRODUCTS AT 48.2F. PRIORITY VIOLATION 7",9141
22,PROPER COLD HOLDING TEMPERATURES - Comments: MEASURED IMPROPER COLD HOLDING TEMPERATURES OF WATERMELON CUBES FOUND AT REACH-IN PREP-LINE COOLER NEAR RAW CHICKEN STATION MEASURED AT 68F. APPROXIMATELY 5LBS OF FOOD WAS DISCARDED AT A TOTAL APPROXIMATE,9142
22,"PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER COLD HOLDING TEMPERATURES OF TCS FOODS INSIDE THE WALK-IN COOLER, SALAD COOLER, AND 2-DOOR PREP COOLER.  OBSERVED EGGS AT 50F, MILK AT 48F, EGGPLANT AT 45F, HAMBURGERS AT 45F, ITALIAN BEE",9143
36,THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETERS CONSPICUOUSLY PLACED IN WALK-IN COOLER AND THREE DOOR REFRIGERATOR IN THE REAR PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE THERMOMETERS FOR ALL COLD HOLDING EQUIPMENT AND,9144
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: ALL BULK FOOD CONTAINERS MUST BE LABELED WITH THE PRODUCT COMMON NAME. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST INSTALL A SPLASH GUARD ON THE LEFT",9145
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: NOTED ASSORTED FOOD ITEMS INSIDE REFRIGERATION UNITS NOT PROPERLY LABELED. INSTRUCTED TO PROPERLY LABEL ALL FOOD ITEMS WITH PRODUCT NAMES INCLUDING BULK FOOD CONTAINERS. | 44. UTENSILS, EQUIPMENT",9146
38,"""INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15 OBSERVED REAR EXIT DOOR NOT COMPLETELY RODENT PROOFED. INSTRUCTED MANAGER TO SEAL 1/4"""" OR MORE GAP AT BOTTOM OF REAR EXIT DOOR AND MAINTAIN. | 41. WIPING CLOTHS: PROPERLY USED & STORED - C""",9147
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 2 LIVE ROACHES ON PREP AREA WALL BY HANDWASH SINK. MUST REMOVE LIVE ROACH ACTIVITY BY DATE OF REINSPECTION. PRIORITY FOUNDATION 7-38-020(A). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Com",9148
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: A SPLASH GUARD IS NEEDED BETWEEN THE HANDWASHING SINK AND SHELF(CLEAN POTS ARE STORED ON IT) IN THE KITCHEN. THE SURFACE MUST BE SMOOTH, CLEANABLE, AND NON-ABSORBENT SURFA",9149
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: STOCK ON FLOOR IN WALK IN COOLER. INSTD TO ELEVATE AND MAINTAIN | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: KNIFE IMPROPER STORED INBETWEEN TABLE AND FLAT TOP GRILL",9150
40,"PERSONAL CLEANLINESS - Comments: FOOD HANDLER WITH BEARD WITHOUT BEARD RESTRAINT. INSTD TO WEAR BEARD RESTRAINT AND MAINTAIN | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: EQUIPMENT STORED ON FLOOR IN REAR PREP AREA",9151
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  WHITE CUTTING BOARDS HANGING ON WALL  WITH DARK STAINS AND DEEP CUTS,MUST REFINISH OR REPLACE SAID CUTTING BOARDS    | 49. NON-FOOD/FOOD CONTACT SURFACES C",9152
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED STORAGE SHELVES IN REAR NEED TO BE RESTORED TO A SMOOTH EASILY CLEANABLE SURFACE AND MAINTAINED.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED &",9153
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN GASKETS ON DOORS OF SALAD PREP COOLER. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN IN GOOD CONDITION.  | 55. PHYSICAL FACILITIES INSTALLED, M",9154
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: THE WASHBOWL IN THE STAFF TOILET ROOM IN THE LOCKER ROOM NEEDS TO BE RECAULKED. INSTRUCTED TO RECAULK AROUND WASHBOWL AND MAINTAIN. | 55. PHYSICAL FACILITIE",9155
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN THE INTERIOR BOTTOM OF THE FRYERS TO REMOVE GREASE OBSERVED. CLEAN EXTERIOR SURFACES OF FRYERS AND OTHER KITCHEN EQUIPMENT WHERE NEEDED. CLEAN BOTTOM OUTER AREA OF TALL HOT HOLDING,9156
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED GREASE ON INTERIOR AND EXTERIOR SURFACES OF ALL COOKING EQUIPMENT. INSTRUCTED THE PERSON IN CHARGE TO CLEAN AND MAINTAIN. (NONFOOD CONTACT SURFACES) | 55. PHYSICAL FACILITIES INSTA,9157
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED RUSTED SHELVES IN THE REAR COLD HOLD UNIT.OBSERVED ACCUMULATION OF GREASE AND GRIME ON WHITE SHELVING ACROSS FROM GRILL, ON GRILL TABLE, AND GRILL.  INSTRUCTED PERSON IN CHARGE TO REPLACE/CLEA",9158
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: Unable to locate backflow device for coffee maker in main kitchen, instructed to expose. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: Missing light shield at kitchen",9159
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN A SMALL GARBAGE CAN IN THE WOMEN WASH ROOM WITH A LID AS REQUIRED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:",9160
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED ACCUMULATED GREASE DEBRIS UNDER THE FRYERS AND COOKING EQUIPMENT LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN.",9161
DAL_049603,Violation Description - 1,9162
DAL_064119,Violation Description - 1,9163
DAL_066315,Violation Description - 1,9164
DAL_070309,Violation Description - 1,9165
DAL_071943,Violation Description - 1,9166
DAL_072959,Violation Description - 1,9167
DAL_076338,Violation Description - 1,9168
DAL_077356,Violation Description - 1,9169
DAL_080595,Violation Description - 1,9170
DAL_086960,Violation Description - 1,9171
DAL_089278,Violation Description - 1,9172
DAL_093296,Violation Description - 1,9173
DAL_097807,Violation Description - 1,9174
DAL_104917,Violation Description - 1,9175
DAL_109088,Violation Description - 1,9176
DAL_113169,Violation Description - 1,9177
DAL_113676,Violation Description - 1,9178
DAL_116731,Violation Description - 1,9179
DAL_121862,Violation Description - 1,9180
DAL_134360,Violation Description - 1,9181
DAL_134676,Violation Description - 1,9182
DAL_140411,Violation Description - 1,9183
DAL_143171,Violation Description - 1,9184
DAL_147373,Violation Description - 1,9185
DAL_149407,Violation Description - 1,9186
DAL_149695,Violation Description - 1,9187
DAL_149734,Violation Description - 1,9188
DAL_155594,Violation Description - 1,9189
DAL_160629,Violation Description - 1,9190
DAL_164403,Violation Description - 1,9191
DAL_165858,Violation Description - 1,9192
DAL_165885,Violation Description - 1,9193
DAL_170149,Violation Description - 1,9194
DAL_174065,Violation Description - 1,9195
DAL_179214,Violation Description - 1,9196
DAL_182670,Violation Description - 1,9197
DAL_184497,Violation Description - 1,9198
DAL_194964,Violation Description - 1,9199
DAL_195466,Violation Description - 1,9200
DAL_219015,Violation Description - 1,9201
DAL_227994,Violation Description - 1,9202
DAL_235744,Violation Description - 1,9203
DAL_237314,Violation Description - 1,9204
DAL_241128,Violation Description - 1,9205
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments:  PIC DOESN'T HAVE A FOOD MANAGERS CERTIFICATE.MUST PROVIDE AND MAINTAIN. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF C",9206
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: NO CITY OF CHICAGO SANITATION CERTIFICATE ON SITE  | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO SANITATION CERTIFICATE ON SITE",9207
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON SITE WHILE TCS FOODS ARE PREPARED. PRIORITY FOUNDATION VIOLATION. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Commen",9208
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE DURING INSPECTION. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED MANAGER ON SITE OR VALID CERTI",9209
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HANDSINK IN FRONT AREA. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTE",9210
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED NO HANDWASH SIGNAGE IN GUEST/EMPLOYEE WASHROOMS AND AT ALL HAND WASHSINKS AT BAR AND PREP AREAS. INSTRUCTED TO PROVIDE AND MAINTAIN. | 22. PROPER COLD HOLDING TEMPERATURES,9211
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED NO SOAP AT HANDWASH SINK OF THE BASEMENT FOOD PREP AREA. INSTRUCTED TO HAVE SOAP AND PAPER TOWELS AT ALL AHND WASH SINKS PRIORITY FOUNDATION VIOLATION#7-38-030(C). VIOLATIO,9212
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HANDWASHING SINK INACCESSIBLE AT THE EMPLOYEE WASHROOM IN OPERABLE DUE TO IT LEAKING WHEN IN USE AND THE COLD WATER TURNED OFF. INSTRUCTED TO REPAIR OR REPLACE AND MAINT,9213
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED MISSING HADWASH SIGNAGE IN BOTH RESTROOMS.  INSTRUCTED TO PROVIDE AND MAINTAIN. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETERS I,9214
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE AT THE HANDWASHING SINK IN THE REAR FOOD PREP AREA/DISHWASHING AREA AND AT THE FRONT FOOD SERVING AREA. INSTRUCTED TO PROVIDE AND MAINTAIN. | 16.,9215
"(41.90970025525388, -87.73196603723905)",80,9216
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: weak hot water pressure at salad station hand wash sink. instructed to provide under city pressure. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Commen",9217
15,FOOD SEPARATED AND PROTECTED - Comments: OBSERVED RAW CHICKEN ABOVE TOMATOES IN WALK IN COOLER. INSTRUCTED MANAGER TO ALWAYS STORE COOKED AND READY TO EAT FOODS ABOVE THE UNCOOKED (R.A.W.) FOODS. FOOD MUST ALSO BE COVERED AND PROTECTED. PRIORITY VIOL,9218
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED SLIGHT PINK BUILD UP INSIDE ICE MACHINE AROUND ICE CHUTE. MUST CLEAN INTERIOR OF ICE MACHINE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:",9219
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER PRESENT WHILE TCS FOODS (SOUP AT 146F) ARE BEING PREPARED OR SERVED.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES W,9220
23,"PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED PREPARED TCS FOOD ITEMS (COOKED PASTA,COOKED PORK.) IN CONTAINERS IN WALK IN COOLER WITHOUT LABELS. INSTRUCTED TO PROVIDE DISCARD DATE LABELS (NOT TO EXCEED 7 DAYS) ON ALL FOODS PREPARED ON SIT",9221
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED MENU WITH NO ASTERICK IDENTIFYING WHICH ANIMAL DERIVED FOODS ARE COOKED TO ORDER. INSTRUCTED TO ADD ASTERICK IDENTIFYING ALL ANIMAL DERIVED FOODS WHICH ARE COOKED TO ORDER TO ME,9222
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE ON THE MENU FOR RAW OR UNDERCOOKED FOODS.  MANAGEMENT INSTRUCTED TO DISCLOSE OR DESCRIBE WHICH FOODS CAN BE ORDERED RAW OR UNDERCOOKED.  MANAGEME,9223
27,"FOOD ADDITIVES: APPROVED AND PROPERLY USED - Comments: PROPOSED MENU INCLUDES FOOD AND DRINK ITEMS THAT CONTAIN, OR MAY BE INFUSED WITH, CBD AND THC.  MANAGEMENT INSTRUCTED THAT FOOD OR DRINK CONTAINING, OR TO BE INFUSED WITH, UNAPPROVED FOOD ADDITIV",9224
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments:  OBSERVED NO VERIFIABLE EMPLOYEE HEALTH POLICY ON SITE AT TIME OF INSPECTION. LEFT TEMPLATE AND INSTRUCTED TO MAINTAIN COPIES OF HEALTH POLICY SI",9225
36,THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B)  OBSERVED A BROKEN THERMOMETER INSIDE OF THE 1 DOOR COCA COLA COOLER USED TO STORE SALSA AND DESSERTS. MANAGEMENT INSTRUCTED TO PROVIDE A WORKING THERMOMETER INSIDE OF ALL COOLERS. | 49. NON-F,9226
36,THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B)  OBSERVED SEVERAL PREP COOLERS WITHOUT A THERMOMETER INSIDE OF THEM. MUST PROVIDE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13  DETAIL CLEAN THE DEEP FRYER SIDES AND INTERI,9227
36,THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND NO STEM THERMOMETER FOR FOOD TEMPERATURES.PRIORITY FOUNDATION.CITATION ISSUED.7-38-005.MUST PROVIDE. | 40. PERSONAL CLEANLINESS - Comments: FOODHANDLER NOT WEARING HAIR RESTRAINT.MUST PROVIDE. | 44.,9228
36,THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE THE REACH IN COOLER IN THE DRIVE THRU. INSTRUCTED TO PROVIDE CONSPICUOUS AND EASILY READABLE THERMOMETERS INSIDE ALL REFRIGERATOR UNITS TO PROPERLY MONITOR THE A,9229
37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO PROPERLY LABEL FOOD CONTAINERS IDENTIFIED WITH COMMON NAME (SUGAR).,9230
37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED ALL PREPACKAGED ITEMS NEED TO BE LABELED WITH NAME OF PRODUCT AND INGREDIENT LIST AS WELL AS NAME AND ADDRESS OF FACILITY WHERE IT IS PACKAGED. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSE,9231
